 No.     Event UTC PERI       Event SCLK PERI      OP-Event UTC APO       SolLon   SolLat   SC Lon   SC Lat      Alt       Sol Dist
14269  2021 JUN 30 05:46:32    2/0678303810.37751  2021 JUN 30 07:34:46    67.74    22.57   258.92    60.36      228.48   249101931.3
14270  2021 JUN 30 09:22:53    2/0678316791.39965  2021 JUN 30 11:11:08    15.09    22.58   205.95    60.49      228.20   249104767.7
14271  2021 JUN 30 12:59:17    2/0678329776.00543  2021 JUN 30 14:47:32   322.42    22.59   152.88    60.58      229.21   249107571.3
14272  2021 JUN 30 16:35:42    2/0678342760.19028  2021 JUN 30 18:23:56   269.76    22.60    99.80    60.77      229.00   249110341.4
14273  2021 JUN 30 20:12:04    2/0678355743.02978  2021 JUN 30 22:00:18   217.10    22.62    46.85    60.88      228.25   249113077.7
14274  2021 JUN 30 23:48:26    2/0678368724.59213  2021 JUL 01 01:36:42   164.45    22.63   353.77    61.01      229.09   249115780.4
14275  2021 JUL 01 03:24:51    2/0678381709.50211  2021 JUL 01 05:13:06   111.79    22.64   300.68    61.17      229.85   249118450.1
14276  2021 JUL 01 07:01:14    2/0678394693.03415  2021 JUL 01 08:49:28    59.13    22.65   247.61    61.35      228.82   249121086.1
14277  2021 JUL 01 10:37:36    2/0678407674.19009  2021 JUL 01 12:25:51     6.48    22.67   194.64    61.47      228.99   249123688.1
14278  2021 JUL 01 14:14:00    2/0678420658.60948  2021 JUL 01 16:02:15   313.81    22.68   141.51    61.59      229.52   249126257.4
14279  2021 JUL 01 17:50:25    2/0678433643.14491  2021 JUL 01 19:38:39   261.15    22.69    88.45    61.76      229.27   249128793.0
14280  2021 JUL 01 21:26:47    2/0678446625.44010  2021 JUL 01 23:15:01   208.50    22.70    35.48    61.87      228.51   249131294.8
14281  2021 JUL 02 01:03:10    2/0678459608.17578  2021 JUL 02 02:51:25   155.84    22.71   342.37    62.00      229.72   249133763.1
14282  2021 JUL 02 04:39:35    2/0678472593.32710  2021 JUL 02 06:27:49   103.18    22.73   289.27    62.17      230.08   249136198.4
14283  2021 JUL 02 08:15:58    2/0678485576.08618  2021 JUL 02 10:04:12    50.52    22.74   236.21    62.34      228.97   249138599.7
14284  2021 JUL 02 11:52:19    2/0678498558.03367  2021 JUL 02 13:40:34   357.87    22.75   183.23    62.43      229.65   249140967.4
14285  2021 JUL 02 15:28:44    2/0678511542.30279  2021 JUL 02 17:16:59   305.20    22.76   130.06    62.58      229.83   249143301.9
14286  2021 JUL 02 19:05:08    2/0678524526.17139  2021 JUL 02 20:53:22   252.54    22.77    77.03    62.74      229.51   249145602.9
14287  2021 JUL 02 22:41:30    2/0678537508.04167  2021 JUL 03 00:29:44   199.89    22.79    24.02    62.84      228.92   249147870.0
14288  2021 JUL 03 02:17:53    2/0678550491.06703  2021 JUL 03 04:06:08   147.23    22.80   330.89    62.98      230.26   249150103.8
14289  2021 JUL 03 05:54:18    2/0678563476.04023  2021 JUL 03 07:42:31    94.57    22.81   277.78    63.15      230.24   249152304.3
14290  2021 JUL 03 09:30:39    2/0678576457.59714  2021 JUL 03 11:18:54    41.92    22.82   224.72    63.31      229.26   249154470.9
14291  2021 JUL 03 13:07:02    2/0678589440.44389  2021 JUL 03 14:55:17   349.26    22.83   171.72    63.38      230.28   249156604.0
14292  2021 JUL 03 16:43:27    2/0678602425.03465  2021 JUL 03 18:31:41   296.60    22.85   118.53    63.55      230.26   249158703.9
14293  2021 JUL 03 20:19:50    2/0678615408.38146  2021 JUL 03 22:08:04   243.94    22.86    65.52    63.69      229.82   249160770.1
14294  2021 JUL 03 23:56:12    2/0678628389.63454  2021 JUL 04 01:44:26   191.29    22.87    12.47    63.79      229.56   249162802.4
14295  2021 JUL 04 03:32:35    2/0678641373.39115  2021 JUL 04 05:20:50   138.63    22.88   319.32    63.94      230.85   249164801.6
14296  2021 JUL 04 07:09:00    2/0678654358.11474  2021 JUL 04 08:57:13    85.96    22.89   266.19    64.11      230.47   249166767.3
14297  2021 JUL 04 10:45:21    2/0678667339.34192  2021 JUL 04 12:33:36    33.31    22.90   213.15    64.26      229.74   249168699.0
14298  2021 JUL 04 14:21:45    2/0678680322.60366  2021 JUL 04 16:09:59   340.66    22.92   160.09    64.33      230.80   249170597.5
14299  2021 JUL 04 17:58:09    2/0678693307.17044  2021 JUL 04 19:46:23   287.99    22.93   106.90    64.50      230.66   249172462.6
14300  2021 JUL 04 21:34:32    2/0678706290.29300  2021 JUL 04 23:22:45   235.34    22.94    53.90    64.63      230.05   249174293.9
14301  2021 JUL 05 01:10:53    2/0678719271.48937  2021 JUL 05 02:59:08   182.69    22.95     0.80    64.74      230.26   249176091.4
14302  2021 JUL 05 04:47:18    2/0678732255.61076  2021 JUL 05 06:35:32   130.02    22.96   307.63    64.89      231.36   249177855.8
14303  2021 JUL 05 08:23:42    2/0678745240.04379  2021 JUL 05 10:11:55    77.36    22.97   254.50    65.05      230.62   249179586.6
14304  2021 JUL 05 12:00:03    2/0678758221.09213  2021 JUL 05 13:48:18    24.71    22.98   201.47    65.18      230.25   249181283.5
14305  2021 JUL 05 15:36:27    2/0678771205.11094  2021 JUL 05 17:24:41   332.05    23.00   148.35    65.26      231.29   249182947.1
14306  2021 JUL 05 19:12:51    2/0678784189.24809  2021 JUL 05 21:01:05   279.39    23.01    95.17    65.43      231.08   249184577.3
14307  2021 JUL 05 22:49:14    2/0678797172.11082  2021 JUL 06 00:37:27   226.73    23.02    42.18    65.54      230.36   249186173.7
14308  2021 JUL 06 02:25:35    2/0678810153.49789  2021 JUL 06 04:13:50   174.08    23.03   349.03    65.65      231.09   249187736.4
14309  2021 JUL 06 06:02:00    2/0678823138.27964  2021 JUL 06 07:50:14   121.42    23.04   295.85    65.80      231.89   249189265.9
14310  2021 JUL 06 09:38:24    2/0678836121.57539  2021 JUL 06 11:26:37    68.76    23.05   242.70    65.96      230.83   249190761.6
14311  2021 JUL 06 13:14:45    2/0678849102.64305  2021 JUL 06 15:02:59    16.11    23.06   189.67    66.08      230.91   249192223.6
14312  2021 JUL 06 16:51:09    2/0678862087.28757  2021 JUL 06 18:39:24   323.45    23.07   136.47    66.17      231.58   249193652.3
14313  2021 JUL 06 20:27:34    2/0678875071.46947  2021 JUL 06 22:15:47   270.79    23.08    83.31    66.34      231.34   249195047.5
14314  2021 JUL 07 00:03:56    2/0678888054.15639  2021 JUL 07 01:52:10   218.13    23.10    30.30    66.44      230.55   249196408.9
14315  2021 JUL 07 03:40:18    2/0678901036.34560  2021 JUL 07 05:28:33   165.48    23.11   337.11    66.55      231.70   249197736.7
14316  2021 JUL 07 07:16:43    2/0678914021.43858  2021 JUL 07 09:04:57   112.81    23.12   283.91    66.70      232.10   249199031.2
14317  2021 JUL 07 10:53:06    2/0678927004.32483  2021 JUL 07 12:41:20    60.16    23.13   230.76    66.86      230.93   249200291.9
14318  2021 JUL 07 14:29:28    2/0678939986.09441  2021 JUL 07 16:17:42     7.50    23.14   177.72    66.95      231.52   249201518.9
14319  2021 JUL 07 18:05:52    2/0678952970.32750  2021 JUL 07 19:54:06   314.84    23.15   124.46    67.07      231.77   249202712.6
14320  2021 JUL 07 21:42:16    2/0678965954.26627  2021 JUL 07 23:30:30   262.18    23.16    71.33    67.23      231.48   249203872.6
14321  2021 JUL 08 01:18:38    2/0678978936.23747  2021 JUL 08 03:06:52   209.53    23.17    18.28    67.31      230.80   249204998.9
14322  2021 JUL 08 04:55:01    2/0678991919.10327  2021 JUL 08 06:43:16   156.87    23.18   325.04    67.44      232.14   249206091.7
14323  2021 JUL 08 08:31:26    2/0679004904.11809  2021 JUL 08 10:19:39   104.21    23.19   271.82    67.59      232.14   249207151.1
14324  2021 JUL 08 12:07:48    2/0679017886.15659  2021 JUL 08 13:56:02    51.56    23.20   218.68    67.73      231.06   249208176.7
14325  2021 JUL 08 15:44:11    2/0679030868.42516  2021 JUL 08 17:32:25   358.90    23.22   165.62    67.80      232.05   249209168.7
14326  2021 JUL 08 19:20:35    2/0679043852.62822  2021 JUL 08 21:08:49   306.24    23.23   112.32    67.94      232.06   249210127.3
14327  2021 JUL 08 22:56:58    2/0679056836.33278  2021 JUL 09 00:45:11   253.58    23.24    59.22    68.08      231.68   249211052.2
14328  2021 JUL 09 02:33:20    2/0679069817.62018  2021 JUL 09 04:21:34   200.93    23.25     6.11    68.16      231.29   249211943.4
14329  2021 JUL 09 06:09:43    2/0679082801.20111  2021 JUL 09 07:57:58   148.27    23.26   312.83    68.29      232.60   249212801.1
14330  2021 JUL 09 09:46:08    2/0679095785.63951  2021 JUL 09 11:34:21    95.61    23.27   259.60    68.44      232.23   249213625.3
14331  2021 JUL 09 13:22:29    2/0679108767.27560  2021 JUL 09 15:10:43    42.96    23.28   206.46    68.57      231.41   249214415.7
14332  2021 JUL 09 16:58:53    2/0679121750.33984  2021 JUL 09 18:47:06   350.30    23.29   153.34    68.63      232.49   249215172.7
14333  2021 JUL 09 20:35:17    2/0679134734.54984  2021 JUL 09 22:23:31   297.64    23.30   100.01    68.78      232.35   249215896.1
14334  2021 JUL 10 00:11:40    2/0679147718.05582  2021 JUL 10 01:59:53   244.98    23.31    46.93    68.90      231.80   249216585.8
14335  2021 JUL 10 03:48:01    2/0679160699.23343  2021 JUL 10 05:36:15   192.33    23.32   353.76    68.98      231.87   249217241.9
14336  2021 JUL 10 07:24:25    2/0679173683.23164  2021 JUL 10 09:12:39   139.67    23.33   300.46    69.11      233.00   249217864.5
14337  2021 JUL 10 11:00:50    2/0679186667.41437  2021 JUL 10 12:49:02    87.01    23.34   247.22    69.25      232.28   249218453.5
14338  2021 JUL 10 14:37:11    2/0679199648.46657  2021 JUL 10 16:25:25    34.36    23.35   194.08    69.37      231.81   249219008.8
14339  2021 JUL 10 18:13:34    2/0679212632.25094  2021 JUL 10 20:01:48   341.70    23.36   140.89    69.43      232.87   249219530.5
14340  2021 JUL 10 21:49:59    2/0679225616.36664  2021 JUL 10 23:38:12   289.04    23.37    87.56    69.58      232.65   249220018.7
14341  2021 JUL 11 01:26:22    2/0679238599.25547  2021 JUL 11 03:14:34   236.38    23.38    34.49    69.69      231.95   249220473.3
14342  2021 JUL 11 05:02:43    2/0679251580.48653  2021 JUL 11 06:50:57   183.73    23.39   341.25    69.77      232.57   249220894.2
14343  2021 JUL 11 08:39:07    2/0679264565.14879  2021 JUL 11 10:27:21   131.07    23.40   287.93    69.89      233.40   249221281.6
14344  2021 JUL 11 12:15:31    2/0679277548.56383  2021 JUL 11 14:03:43    78.41    23.41   234.67    70.03      232.34   249221635.4
14345  2021 JUL 11 15:51:52    2/0679290529.55099  2021 JUL 11 17:40:06    25.76    23.42   181.53    70.13      232.32   249221955.5
14346  2021 JUL 11 19:28:16    2/0679303514.02675  2021 JUL 11 21:16:30   333.10    23.43   128.24    70.20      233.10   249222242.1
14347  2021 JUL 11 23:04:40    2/0679316498.16500  2021 JUL 12 00:52:54   280.44    23.44    74.93    70.34      232.87   249222495.0
14348  2021 JUL 12 02:41:03    2/0679329480.52912  2021 JUL 12 04:29:16   227.79    23.45    21.85    70.43      232.07   249222714.4
14349  2021 JUL 12 06:17:25    2/0679342462.48153  2021 JUL 12 08:05:39   175.13    23.46   328.54    70.52      233.15   249222900.1
14350  2021 JUL 12 09:53:50    2/0679355447.47824  2021 JUL 12 11:42:03   122.47    23.47   275.19    70.64      233.59   249223052.3
14351  2021 JUL 12 13:30:13    2/0679368430.47171  2021 JUL 12 15:18:25    69.81    23.48   221.91    70.77      232.37   249223170.8
14352  2021 JUL 12 17:06:34    2/0679381412.04574  2021 JUL 12 18:54:48    17.16    23.49   168.77    70.85      232.86   249223255.8
14353  2021 JUL 12 20:42:59    2/0679394396.20637  2021 JUL 12 22:31:12   324.50    23.50   115.38    70.94      233.20   249223307.1
14354  2021 JUL 13 00:19:23    2/0679407380.14773  2021 JUL 13 02:07:35   271.84    23.51    62.09    71.07      232.92   249223324.9
14355  2021 JUL 13 03:55:45    2/0679420362.19999  2021 JUL 13 05:43:58   219.19    23.52     8.98    71.14      232.19   249223309.0
14356  2021 JUL 13 07:32:07    2/0679433344.51045  2021 JUL 13 09:20:21   166.53    23.53   315.60    71.23      233.49   249223259.6
14357  2021 JUL 13 11:08:32    2/0679446329.52082  2021 JUL 13 12:56:44   113.87    23.54   262.24    71.35      233.52   249223176.5
14358  2021 JUL 13 14:44:54    2/0679459312.00126  2021 JUL 13 16:33:07    61.22    23.55   208.95    71.47      232.36   249223059.8
14359  2021 JUL 13 18:21:16    2/0679472293.65463  2021 JUL 13 20:09:30     8.56    23.56   155.80    71.53      233.29   249222909.6
14360  2021 JUL 13 21:57:41    2/0679485278.12739  2021 JUL 13 23:45:54   315.90    23.57   102.35    71.63      233.34   249222725.7
14361  2021 JUL 14 01:34:04    2/0679498261.44455  2021 JUL 14 03:22:16   263.25    23.58    49.09    71.75      232.99   249222508.2
14362  2021 JUL 14 05:10:26    2/0679511243.11667  2021 JUL 14 06:58:39   210.60    23.59   355.91    71.81      232.50   249222257.1
14363  2021 JUL 14 08:46:49    2/0679524226.14555  2021 JUL 14 10:35:02   157.94    23.60   302.47    71.90      233.80   249221972.5
14364  2021 JUL 14 12:23:13    2/0679537210.60596  2021 JUL 14 14:11:25   105.28    23.61   249.09    72.01      233.46   249221654.2
14365  2021 JUL 14 15:59:35    2/0679550192.28790  2021 JUL 14 17:47:48    52.63    23.62   195.80    72.12      232.54   249221302.3
14366  2021 JUL 14 19:35:58    2/0679563175.11304  2021 JUL 14 21:24:11   359.97    23.63   142.59    72.16      233.62   249220916.8
14367  2021 JUL 14 23:12:22    2/0679576159.27395  2021 JUL 15 01:00:35   307.31    23.64    89.09    72.26      233.51   249220497.7
14368  2021 JUL 15 02:48:45    2/0679589142.42679  2021 JUL 15 04:36:57   254.65    23.65    35.86    72.37      233.00   249220045.0
14369  2021 JUL 15 06:25:06    2/0679602123.56569  2021 JUL 15 08:13:20   202.00    23.65   342.60    72.42      232.94   249219558.8
14370  2021 JUL 15 10:01:30    2/0679615107.39183  2021 JUL 15 11:49:43   149.34    23.66   289.13    72.51      234.09   249219038.9
14371  2021 JUL 15 13:37:54    2/0679628091.62674  2021 JUL 15 15:26:06    96.68    23.67   235.73    72.61      233.39   249218485.4
14372  2021 JUL 15 17:14:16    2/0679641073.00659  2021 JUL 15 19:02:28    44.03    23.68   182.45    72.71      232.83   249217898.4
14373  2021 JUL 15 20:50:39    2/0679654056.21436  2021 JUL 15 22:38:52   351.38    23.69   129.16    72.74      233.89   249217277.7
14374  2021 JUL 16 00:27:03    2/0679667040.29730  2021 JUL 16 02:15:16   298.71    23.70    75.63    72.84      233.68   249216623.4
14375  2021 JUL 16 04:03:26    2/0679680023.21212  2021 JUL 16 05:51:38   246.06    23.71    22.44    72.93      233.02   249215935.6
14376  2021 JUL 16 07:39:47    2/0679693004.30379  2021 JUL 16 09:28:00   193.41    23.72   329.08    72.98      233.49   249215214.2
14377  2021 JUL 16 11:16:11    2/0679705988.48832  2021 JUL 16 13:04:24   140.75    23.73   275.59    73.06      234.35   249214459.1
14378  2021 JUL 16 14:52:35    2/0679718972.35600  2021 JUL 16 16:40:47    88.09    23.74   222.16    73.15      233.31   249213670.4
14379  2021 JUL 16 18:28:56    2/0679731953.25791  2021 JUL 16 20:17:09    35.44    23.75   168.88    73.23      233.19   249212848.3
14380  2021 JUL 16 22:05:20    2/0679744937.18903  2021 JUL 16 23:53:33   342.78    23.75   115.50    73.26      234.05   249211992.4
14381  2021 JUL 17 01:41:44    2/0679757921.24358  2021 JUL 17 03:29:56   290.12    23.76    61.97    73.36      233.81   249211103.0
